Transaction ID,Date,Description,Amount,Currency,Supplier Name,Category,Subcategory
T0440,2024-12-25,Procurement of innovate back-end eyeballs from Stanley and Sons,34221.72,USD,Stanley and Sons,,
T0441,2024-12-28,Procurement of transition dot-com e-markets from Gilbert-Velazquez,3543.11,USD,Gilbert-Velazquez,,
T0442,2025-02-04,Procurement of Warehousing from Young-Anderson,35981.16,USD,Young-Anderson,Logistics,Warehousing
T0443,2025-01-14,Procurement of Temporary Staff from Erickson-Larson,11422.21,GBP,Erickson-Larson,HR & Training,Temporary Staff
T0444,2025-03-13,"Procurement of monetize back-end relationships from Day, Long and Bell",8639.48,USD,"Day, Long and Bell",,
T0445,2025-02-01,Procurement of scale value-added initiatives from Stanley and Sons,28857.98,USD,Stanley and Sons,,
T0446,2025-01-07,Procurement of Facility Maintenance from Burgess PLC,20373.43,EUR,Burgess PLC,Manufacturing,Facility Maintenance
T0447,2024-12-25,Procurement of extend leading-edge ROI from Bailey-Sanchez,11657.77,GBP,Bailey-Sanchez,,
T0448,2024-12-31,Procurement of Production Equipment from Vargas-Becker,22992.46,GBP,Vargas-Becker,Manufacturing,Production Equipment
T0449,2025-02-22,Procurement of Digital Advertising from Matthews LLC,49620.89,USD,Matthews LLC,Marketing,Digital Advertising
T0450,2025-01-26,"Procurement of re-intermediate intuitive technologies from Smith, Aguilar and Finley",38673.43,GBP,"Smith, Aguilar and Finley",,
T0451,2025-02-28,"Procurement of cultivate cutting-edge vortals from Olson, Stein and Baker",6194.54,GBP,"Olson, Stein and Baker",,
T0452,2025-03-15,Procurement of Production Equipment from Stanley and Sons,29054.74,GBP,Stanley and Sons,Manufacturing,Production Equipment
T0453,2024-12-27,"Procurement of Employee Training from Smith, Aguilar and Finley",32453.07,USD,"Smith, Aguilar and Finley",HR & Training,Employee Training
T0454,2025-02-23,Procurement of Event Sponsorship from Young-Anderson,47987.46,EUR,Young-Anderson,Marketing,Event Sponsorship
T0455,2025-01-18,Procurement of Employee Training from Combs PLC,30795.51,USD,Combs PLC,HR & Training,Employee Training
T0456,2025-01-11,Procurement of Recurrent SaaS License from Contreras-Lucas,19568.1,GBP,Contreras-Lucas,IT,Recurrent SaaS License
T0457,2025-02-01,Procurement of Temporary Staff from Perry-Jackson,6787.86,EUR,Perry-Jackson,HR & Training,Temporary Staff
T0458,2025-02-28,"Procurement of Clinical Trials from Smith, Aguilar and Finley",19835.03,EUR,"Smith, Aguilar and Finley",R&D,Clinical Trials
T0459,2025-02-19,"Procurement of Lab Equipment from Jennings, Lawrence and Jackson",43344.19,EUR,"Jennings, Lawrence and Jackson",R&D,Lab Equipment
T0460,2025-02-26,"Procurement of Raw Materials from Scott, West and Brown",38881.76,USD,"Scott, West and Brown",Manufacturing,Raw Materials
T0461,2025-02-24,"Procurement of expedite enterprise experiences from Huff, Thompson and Day",5327.83,GBP,"Huff, Thompson and Day",,
T0462,2025-03-08,Procurement of Research Services from Perry LLC,38852.17,EUR,Perry LLC,R&D,Research Services
T0463,2025-01-16,Procurement of Clinical Trials from Hughes-Payne,48104.14,USD,Hughes-Payne,R&D,Clinical Trials
T0464,2025-03-22,Procurement of transform world-class eyeballs from Mason-Warren,31245.24,GBP,Mason-Warren,,
T0465,2025-01-05,"Procurement of Event Sponsorship from Murillo, Jackson and Guerrero",9303.1,USD,"Murillo, Jackson and Guerrero",Marketing,Event Sponsorship
T0466,2024-12-25,"Procurement of Clinical Trials from Howard, Charles and Oneill",15163.37,GBP,"Howard, Charles and Oneill",R&D,Clinical Trials
T0467,2025-03-11,Procurement of One-shot Software Purchase from Taylor PLC,32593.71,EUR,Taylor PLC,IT,One-shot Software Purchase
T0468,2025-02-22,Procurement of Clinical Trials from Benton-Wang,41031.47,GBP,Benton-Wang,R&D,Clinical Trials
T0469,2025-01-13,"Procurement of innovate back-end e-services from Mcdonald, Frederick and West",26227.02,GBP,"Mcdonald, Frederick and West",,
T0470,2025-01-22,Procurement of revolutionize frictionless solutions from Coleman Inc,37978.83,GBP,Coleman Inc,,
T0471,2025-02-01,Procurement of Clinical Trials from Mason-Warren,5059.16,GBP,Mason-Warren,R&D,Clinical Trials
T0472,2025-03-05,"Procurement of transition B2B experiences from Green, Thompson and Paul",13697.11,USD,"Green, Thompson and Paul",,
T0473,2024-12-31,Procurement of integrate intuitive deliverables from Orozco-Davis,30817.95,USD,Orozco-Davis,,
T0474,2025-03-22,Procurement of revolutionize cross-media relationships from Stanley and Sons,31648.9,EUR,Stanley and Sons,,
T0475,2025-02-04,Procurement of Print Media from Bailey-Sanchez,2178.29,GBP,Bailey-Sanchez,Marketing,Print Media
T0476,2025-02-10,"Procurement of facilitate customized content from Mendez, Brennan and Yu",28622.47,USD,"Mendez, Brennan and Yu",,
T0477,2025-03-14,"Procurement of synergize cross-platform e-commerce from Ho, Nguyen and Williams",19894.21,USD,"Ho, Nguyen and Williams",,
T0478,2025-02-26,"Procurement of maximize mission-critical platforms from Mendez, Brennan and Yu",31529.77,GBP,"Mendez, Brennan and Yu",,
T0479,2025-02-22,Procurement of evolve bleeding-edge action-items from Mason-Warren,22234.93,GBP,Mason-Warren,,
T0480,2025-02-13,Procurement of Recruitment Services from Horton Group,16651.84,USD,Horton Group,HR & Training,Recruitment Services
T0481,2025-01-17,Procurement of Print Media from Matthews LLC,16207.51,EUR,Matthews LLC,Marketing,Print Media
T0482,2025-03-14,Procurement of Lab Equipment from Orozco-Davis,758.09,GBP,Orozco-Davis,R&D,Lab Equipment
T0483,2025-03-19,"Procurement of Temporary Staff from Smith, Aguilar and Finley",24142.69,USD,"Smith, Aguilar and Finley",HR & Training,Temporary Staff
T0484,2025-01-23,"Procurement of Digital Advertising from Adams, Young and Hodges",4241.63,USD,"Adams, Young and Hodges",Marketing,Digital Advertising
T0485,2025-01-28,Procurement of Last-mile Delivery from Nolan LLC,17806.41,GBP,Nolan LLC,Logistics,Last-mile Delivery
T0486,2025-03-25,"Procurement of Print Media from Jennings, Lawrence and Jackson",35773.27,EUR,"Jennings, Lawrence and Jackson",Marketing,Print Media
T0487,2025-01-14,Procurement of Facility Maintenance from Hill PLC,17830.39,GBP,Hill PLC,Manufacturing,Facility Maintenance
T0488,2025-02-15,Procurement of Digital Advertising from Wolfe-Lopez,17544.87,EUR,Wolfe-Lopez,Marketing,Digital Advertising
T0489,2025-02-26,Procurement of enhance visionary supply-chains from Perry LLC,4067.44,EUR,Perry LLC,,
T0490,2025-03-18,Procurement of Clinical Trials from Nolan LLC,2023.85,EUR,Nolan LLC,R&D,Clinical Trials
T0491,2025-03-24,Procurement of Temporary Staff from Young-Anderson,44694.73,GBP,Young-Anderson,HR & Training,Temporary Staff
T0492,2025-03-16,Procurement of Research Services from Webb-Tucker,15286.52,USD,Webb-Tucker,R&D,Research Services
T0493,2025-03-02,Procurement of Recurrent SaaS License from Hunt-Bennett,25926.76,USD,Hunt-Bennett,IT,Recurrent SaaS License
T0494,2025-03-25,Procurement of Production Equipment from Russell-Kim,48537.42,GBP,Russell-Kim,Manufacturing,Production Equipment
T0495,2025-01-06,Procurement of Recurrent SaaS License from Wang LLC,7526.55,GBP,Wang LLC,IT,Recurrent SaaS License
T0496,2024-12-31,Procurement of Lab Equipment from Banks-Tate,35322.42,EUR,Banks-Tate,R&D,Lab Equipment
T0497,2025-01-23,Procurement of mesh out-of-the-box experiences from Watson-Smith,30253.93,USD,Watson-Smith,,
T0498,2025-02-25,Procurement of repurpose next-generation niches from Juarez Inc,42415.86,EUR,Juarez Inc,,
T0499,2025-01-07,"Procurement of engage sticky convergence from Sherman, Colon and Moore",2335.28,USD,"Sherman, Colon and Moore",,
T0500,2025-03-04,Procurement of Last-mile Delivery from Johnson-Farmer,47331.43,USD,Johnson-Farmer,Logistics,Last-mile Delivery
T0501,2025-01-03,Procurement of Facility Maintenance from Vargas-Becker,11168.82,USD,Vargas-Becker,Manufacturing,Facility Maintenance
T0502,2025-02-21,Procurement of drive compelling solutions from Coleman Inc,25119.39,USD,Coleman Inc,,
T0503,2025-02-04,"Procurement of Print Media from Smith, Aguilar and Finley",3001.75,GBP,"Smith, Aguilar and Finley",Marketing,Print Media
T0504,2025-02-06,Procurement of brand robust ROI from Rodriguez Group,3946.98,EUR,Rodriguez Group,,
T0505,2025-01-19,Procurement of Last-mile Delivery from Smith Inc,14051.17,GBP,Smith Inc,Logistics,Last-mile Delivery
T0506,2025-03-25,Procurement of Clinical Trials from Wolfe-Lopez,42778.12,USD,Wolfe-Lopez,R&D,Clinical Trials
T0507,2025-02-04,Procurement of architect distributed convergence from Patterson-Clayton,35488.21,GBP,Patterson-Clayton,,
T0508,2025-01-25,"Procurement of unleash transparent users from Hoffman, Mcintyre and Mckenzie",38374.52,EUR,"Hoffman, Mcintyre and Mckenzie",,
T0509,2025-02-09,"Procurement of Temporary Staff from Townsend, Harper and Baker",22373.55,EUR,"Townsend, Harper and Baker",HR & Training,Temporary Staff
T0510,2025-01-01,Procurement of One-shot Software Purchase from Adams-Patel,32079.65,EUR,Adams-Patel,IT,One-shot Software Purchase
T0511,2025-03-14,"Procurement of Cold Chain Transport from Adams, Young and Hodges",12438.1,EUR,"Adams, Young and Hodges",Logistics,Cold Chain Transport
T0512,2025-02-20,Procurement of Cold Chain Transport from Malone-Whitaker,46870.95,GBP,Malone-Whitaker,Logistics,Cold Chain Transport
T0513,2025-02-01,Procurement of whiteboard collaborative action-items from Haley Group,6018.69,GBP,Haley Group,,
T0514,2025-01-08,Procurement of drive back-end functionalities from Young-Anderson,13734.55,EUR,Young-Anderson,,
T0515,2025-01-02,Procurement of Event Sponsorship from Wang LLC,1433.72,USD,Wang LLC,Marketing,Event Sponsorship
T0516,2025-01-04,"Procurement of Temporary Staff from Scott, West and Brown",18458.8,USD,"Scott, West and Brown",HR & Training,Temporary Staff
T0517,2025-02-16,"Procurement of Recurrent SaaS License from Smith, Aguilar and Finley",30677.19,EUR,"Smith, Aguilar and Finley",IT,Recurrent SaaS License
T0518,2025-02-27,Procurement of Recurrent SaaS License from Banks-Tate,40207.69,EUR,Banks-Tate,IT,Recurrent SaaS License
T0519,2025-02-11,Procurement of Event Sponsorship from Erickson-Larson,38074.77,EUR,Erickson-Larson,Marketing,Event Sponsorship
T0520,2025-02-04,"Procurement of Raw Materials from Townsend, Harper and Baker",30608.12,GBP,"Townsend, Harper and Baker",Manufacturing,Raw Materials
T0521,2025-03-20,Procurement of Print Media from Martin and Sons,33201.15,EUR,Martin and Sons,Marketing,Print Media
T0522,2025-02-21,Procurement of repurpose back-end e-tailers from Sherman-Martin,19862.2,EUR,Sherman-Martin,,
T0523,2025-03-02,"Procurement of re-intermediate 24/365 portals from Ho, Nguyen and Williams",36352.97,EUR,"Ho, Nguyen and Williams",,
T0524,2025-02-15,Procurement of orchestrate wireless methodologies from Coleman Inc,6041.91,EUR,Coleman Inc,,
T0525,2025-02-28,"Procurement of Professional IT Services from Hooper, Robinson and Little",38632.88,USD,"Hooper, Robinson and Little",IT,Professional IT Services
T0526,2025-03-07,"Procurement of synergize killer e-services from Jennings, Lawrence and Jackson",30254.91,GBP,"Jennings, Lawrence and Jackson",,
T0527,2025-01-29,Procurement of Professional IT Services from Jones Group,33549.58,GBP,Jones Group,IT,Professional IT Services
T0528,2025-02-06,Procurement of whiteboard open-source infrastructures from Haley Group,38669.91,USD,Haley Group,,
T0529,2025-01-30,Procurement of Production Equipment from Dunlap-Weiss,36358.75,USD,Dunlap-Weiss,Manufacturing,Production Equipment
T0530,2025-03-09,Procurement of Print Media from Ramsey-Barnett,28502.9,GBP,Ramsey-Barnett,Marketing,Print Media
T0531,2025-03-22,Procurement of utilize bleeding-edge relationships from Sherman-Martin,38765.75,GBP,Sherman-Martin,,
T0532,2025-03-02,"Procurement of Digital Advertising from Mcdonald, Frederick and West",49190.09,GBP,"Mcdonald, Frederick and West",Marketing,Digital Advertising
T0533,2025-03-20,Procurement of innovate synergistic vortals from Gilbert-Velazquez,4302.05,EUR,Gilbert-Velazquez,,
T0534,2025-02-20,"Procurement of Production Equipment from May, Osborne and Randolph",33017.85,GBP,"May, Osborne and Randolph",Manufacturing,Production Equipment
T0535,2025-03-06,"Procurement of Recurrent SaaS License from Sherman, Colon and Moore",37884.77,GBP,"Sherman, Colon and Moore",IT,Recurrent SaaS License
T0536,2025-03-08,Procurement of enhance killer action-items from Avila-Miller,1479.41,GBP,Avila-Miller,,
T0537,2025-02-23,"Procurement of streamline dot-com info-mediaries from Adams, Young and Hodges",38337.38,GBP,"Adams, Young and Hodges",,
T0538,2024-12-25,Procurement of Facility Maintenance from Collins-Donovan,22831.09,GBP,Collins-Donovan,Manufacturing,Facility Maintenance
T0539,2025-03-18,Procurement of Last-mile Delivery from Sherman-Martin,18099.16,EUR,Sherman-Martin,Logistics,Last-mile Delivery
T0540,2025-01-31,Procurement of Recruitment Services from Horton Group,16825.15,GBP,Horton Group,HR & Training,Recruitment Services
T0541,2024-12-25,Procurement of Production Equipment from Williams PLC,10744.18,GBP,Williams PLC,Manufacturing,Production Equipment
T0542,2025-02-02,Procurement of One-shot Software Purchase from Young-Anderson,35700.54,GBP,Young-Anderson,IT,One-shot Software Purchase
T0543,2025-03-16,Procurement of Last-mile Delivery from Juarez Inc,44624.81,USD,Juarez Inc,Logistics,Last-mile Delivery
T0544,2025-01-24,Procurement of Print Media from Smith Inc,15878.13,USD,Smith Inc,Marketing,Print Media
T0545,2025-02-02,Procurement of scale vertical experiences from Rodriguez Group,39758.88,EUR,Rodriguez Group,,
T0546,2025-03-19,Procurement of maximize synergistic web-readiness from Williams PLC,2151.31,GBP,Williams PLC,,
T0547,2024-12-26,"Procurement of Lab Equipment from Huff, Thompson and Day",11882.81,EUR,"Huff, Thompson and Day",R&D,Lab Equipment
T0548,2025-02-20,Procurement of streamline B2C relationships from Melton PLC,20979.07,EUR,Melton PLC,,
T0549,2025-02-13,"Procurement of benchmark vertical action-items from Howard, Charles and Oneill",45383.13,GBP,"Howard, Charles and Oneill",,
T0550,2025-02-21,Procurement of Professional IT Services from Rodriguez Group,40113.51,USD,Rodriguez Group,IT,Professional IT Services
T0551,2025-02-23,Procurement of Cold Chain Transport from Nelson Group,9879.69,USD,Nelson Group,Logistics,Cold Chain Transport
T0552,2025-01-07,"Procurement of Last-mile Delivery from Huff, Thompson and Day",23847.5,EUR,"Huff, Thompson and Day",Logistics,Last-mile Delivery
T0553,2025-03-03,Procurement of Cold Chain Transport from Irwin-Dean,22036.88,GBP,Irwin-Dean,Logistics,Cold Chain Transport
T0554,2025-03-03,"Procurement of Last-mile Delivery from Randolph, Salas and Vasquez",47391.47,EUR,"Randolph, Salas and Vasquez",Logistics,Last-mile Delivery
T0555,2025-03-25,Procurement of e-enable compelling systems from Matthews LLC,879.69,GBP,Matthews LLC,,
T0556,2025-01-12,Procurement of morph real-time metrics from Hill PLC,11458.3,USD,Hill PLC,,
T0557,2025-01-21,Procurement of Facility Maintenance from Dunlap-Weiss,41144.75,EUR,Dunlap-Weiss,Manufacturing,Facility Maintenance
T0558,2025-02-19,Procurement of facilitate ubiquitous paradigms from Perry-Jackson,42813.51,GBP,Perry-Jackson,,
T0559,2025-02-15,Procurement of Professional IT Services from Haley Group,10138.84,USD,Haley Group,IT,Professional IT Services
T0560,2025-02-24,Procurement of One-shot Software Purchase from Hunt-Bennett,27650.19,USD,Hunt-Bennett,IT,One-shot Software Purchase
T0561,2025-02-23,"Procurement of Last-mile Delivery from Cook, Rivera and Cox",29857.48,EUR,"Cook, Rivera and Cox",Logistics,Last-mile Delivery
T0562,2025-03-13,Procurement of Recurrent SaaS License from Webb-Tucker,41799.39,EUR,Webb-Tucker,IT,Recurrent SaaS License
T0563,2025-01-08,"Procurement of Raw Materials from West, Jones and Koch",15288.97,USD,"West, Jones and Koch",Manufacturing,Raw Materials
T0564,2024-12-29,Procurement of seize plug-and-play ROI from Humphrey Ltd,22782.48,USD,Humphrey Ltd,,
T0565,2025-01-23,"Procurement of Warehousing from Jennings, Lawrence and Jackson",49904.2,USD,"Jennings, Lawrence and Jackson",Logistics,Warehousing
T0566,2024-12-31,"Procurement of Clinical Trials from Stewart, Brooks and Bailey",37014.98,GBP,"Stewart, Brooks and Bailey",R&D,Clinical Trials
T0567,2025-02-16,Procurement of evolve holistic schemas from Perry LLC,5494.05,USD,Perry LLC,,
T0568,2025-01-29,Procurement of One-shot Software Purchase from Silva PLC,16105.21,USD,Silva PLC,IT,One-shot Software Purchase
T0569,2025-01-22,Procurement of One-shot Software Purchase from Horton Group,14771.55,USD,Horton Group,IT,One-shot Software Purchase
T0570,2024-12-31,Procurement of Recurrent SaaS License from Banks-Tate,22110.62,USD,Banks-Tate,IT,Recurrent SaaS License
T0571,2025-01-11,"Procurement of Recurrent SaaS License from Bell, Shaffer and Zamora",2744.03,USD,"Bell, Shaffer and Zamora",IT,Recurrent SaaS License
T0572,2025-01-23,Procurement of One-shot Software Purchase from Newman LLC,20333.07,GBP,Newman LLC,IT,One-shot Software Purchase
T0573,2025-02-18,Procurement of Digital Advertising from Russell-Kim,17490.25,GBP,Russell-Kim,Marketing,Digital Advertising
T0574,2025-02-18,"Procurement of Event Sponsorship from Randolph, Salas and Vasquez",1634.71,USD,"Randolph, Salas and Vasquez",Marketing,Event Sponsorship
T0575,2025-03-11,"Procurement of Cold Chain Transport from West, Jones and Koch",12547.41,USD,"West, Jones and Koch",Logistics,Cold Chain Transport
T0576,2025-01-21,Procurement of Professional IT Services from Bailey-Sanchez,44413.66,GBP,Bailey-Sanchez,IT,Professional IT Services
T0577,2024-12-29,Procurement of facilitate impactful eyeballs from Smith Inc,28762.45,GBP,Smith Inc,,
T0578,2025-03-21,"Procurement of Employee Training from Sanchez, Wu and Smith",39792.04,EUR,"Sanchez, Wu and Smith",HR & Training,Employee Training
T0579,2025-03-12,Procurement of Production Equipment from Nolan LLC,23003.94,EUR,Nolan LLC,Manufacturing,Production Equipment
T0580,2025-01-20,Procurement of Production Equipment from Patel LLC,8998.12,GBP,Patel LLC,Manufacturing,Production Equipment
T0581,2024-12-27,Procurement of Digital Advertising from Adams-Patel,9598.55,USD,Adams-Patel,Marketing,Digital Advertising
T0582,2025-02-19,Procurement of incubate plug-and-play functionalities from Perry-Jackson,17200.68,USD,Perry-Jackson,,
T0583,2025-03-21,Procurement of Digital Advertising from Robertson LLC,25916.73,GBP,Robertson LLC,Marketing,Digital Advertising
T0584,2025-03-03,Procurement of Lab Equipment from Hughes-Payne,30233.63,GBP,Hughes-Payne,R&D,Lab Equipment
T0585,2025-03-01,Procurement of mesh next-generation markets from Irwin-Dean,13146.97,EUR,Irwin-Dean,,
T0586,2025-03-07,Procurement of Warehousing from Dunlap-Weiss,34567.59,GBP,Dunlap-Weiss,Logistics,Warehousing
T0587,2025-01-27,Procurement of Recruitment Services from Haley Group,13165.32,GBP,Haley Group,HR & Training,Recruitment Services
T0588,2025-02-22,"Procurement of exploit viral deliverables from Hooper, Robinson and Little",17603.05,EUR,"Hooper, Robinson and Little",,
T0589,2025-03-23,Procurement of evolve viral action-items from Perry LLC,2700.75,GBP,Perry LLC,,
T0590,2025-02-05,Procurement of Production Equipment from Phelps-Beck,10549.9,USD,Phelps-Beck,Manufacturing,Production Equipment
T0591,2025-03-11,Procurement of Lab Equipment from Johnson Ltd,32379.68,GBP,Johnson Ltd,R&D,Lab Equipment
T0592,2025-01-25,Procurement of enable revolutionary functionalities from Smith and Sons,9176.63,USD,Smith and Sons,,
T0593,2024-12-30,Procurement of Warehousing from Gilbert-Velazquez,37115.7,GBP,Gilbert-Velazquez,Logistics,Warehousing
T0594,2025-01-07,Procurement of Event Sponsorship from Mason-Warren,21163.26,GBP,Mason-Warren,Marketing,Event Sponsorship
T0595,2025-02-08,"Procurement of Event Sponsorship from Perez, Blackwell and Mckee",12486.54,USD,"Perez, Blackwell and Mckee",Marketing,Event Sponsorship
T0596,2024-12-29,Procurement of Facility Maintenance from Contreras-Lucas,19980.93,EUR,Contreras-Lucas,Manufacturing,Facility Maintenance
T0597,2025-03-09,Procurement of Event Sponsorship from Jones Group,43432.2,GBP,Jones Group,Marketing,Event Sponsorship
T0598,2025-02-07,Procurement of scale B2C web-readiness from Rodriguez LLC,36157.76,GBP,Rodriguez LLC,,
T0599,2025-01-20,"Procurement of Employee Training from Mendez, Brennan and Yu",32647.37,GBP,"Mendez, Brennan and Yu",HR & Training,Employee Training
T0600,2025-03-11,Procurement of Clinical Trials from Avila-Miller,14226.3,GBP,Avila-Miller,R&D,Clinical Trials
T0601,2025-03-04,Procurement of Employee Training from Matthews LLC,37108.74,USD,Matthews LLC,HR & Training,Employee Training
T0602,2025-01-06,Procurement of Print Media from Banks-Tate,41706.72,EUR,Banks-Tate,Marketing,Print Media
T0603,2024-12-31,Procurement of Research Services from Horton Group,37927.45,EUR,Horton Group,R&D,Research Services
T0604,2025-02-18,Procurement of Employee Training from Cross Inc,24929.58,EUR,Cross Inc,HR & Training,Employee Training
T0605,2025-01-07,"Procurement of disintermediate seamless e-services from Hoffman, Mcintyre and Mckenzie",33866.93,USD,"Hoffman, Mcintyre and Mckenzie",,
T0606,2025-02-05,"Procurement of Print Media from Day, Long and Bell",16957.08,USD,"Day, Long and Bell",Marketing,Print Media
T0607,2025-02-20,Procurement of Lab Equipment from Davis-Smith,35583.19,GBP,Davis-Smith,R&D,Lab Equipment
T0608,2025-02-13,Procurement of Digital Advertising from Nolan LLC,46486.94,GBP,Nolan LLC,Marketing,Digital Advertising
T0609,2025-02-27,Procurement of Recruitment Services from Benton-Wang,16683.64,USD,Benton-Wang,HR & Training,Recruitment Services
T0610,2024-12-31,Procurement of engage cross-media models from Benton-Wang,26531.16,USD,Benton-Wang,,
T0611,2025-01-13,Procurement of synthesize frictionless deliverables from Wolfe-Lopez,46948.59,USD,Wolfe-Lopez,,
T0612,2025-01-02,Procurement of Production Equipment from Brooks LLC,19001.34,GBP,Brooks LLC,Manufacturing,Production Equipment
T0613,2025-03-13,"Procurement of Recruitment Services from Stewart, Brooks and Bailey",45229.23,USD,"Stewart, Brooks and Bailey",HR & Training,Recruitment Services
T0614,2024-12-28,"Procurement of One-shot Software Purchase from Ho, Nguyen and Williams",10732.49,EUR,"Ho, Nguyen and Williams",IT,One-shot Software Purchase
T0615,2025-02-07,Procurement of Facility Maintenance from Young-Anderson,47574.35,GBP,Young-Anderson,Manufacturing,Facility Maintenance
T0616,2025-02-08,Procurement of Digital Advertising from Combs PLC,37062.05,EUR,Combs PLC,Marketing,Digital Advertising
T0617,2025-02-25,Procurement of Warehousing from Wolfe-Lopez,14835.1,USD,Wolfe-Lopez,Logistics,Warehousing
T0618,2025-01-29,"Procurement of envisioneer out-of-the-box partnerships from Cook, Rivera and Cox",15815.55,USD,"Cook, Rivera and Cox",,
T0619,2025-03-12,"Procurement of deploy visionary e-commerce from Scott, West and Brown",19307.21,GBP,"Scott, West and Brown",,
T0620,2025-02-12,Procurement of re-intermediate sticky web services from Webb-Tucker,38189.58,GBP,Webb-Tucker,,
T0621,2025-01-25,Procurement of cultivate enterprise vortals from Erickson-Larson,16128.66,GBP,Erickson-Larson,,
T0622,2025-01-29,Procurement of Print Media from Coleman Inc,44411.83,USD,Coleman Inc,Marketing,Print Media
T0623,2025-03-11,Procurement of Employee Training from Hunt-Bennett,35778.59,USD,Hunt-Bennett,HR & Training,Employee Training
T0624,2025-01-07,Procurement of Last-mile Delivery from Humphrey Ltd,36738.24,USD,Humphrey Ltd,Logistics,Last-mile Delivery
T0625,2025-01-10,"Procurement of Raw Materials from West, Jones and Koch",11750.9,USD,"West, Jones and Koch",Manufacturing,Raw Materials
T0626,2025-01-24,Procurement of synthesize B2B infrastructures from Collins-Donovan,19682.27,USD,Collins-Donovan,,
T0627,2025-03-18,Procurement of Last-mile Delivery from Juarez Inc,22231.77,EUR,Juarez Inc,Logistics,Last-mile Delivery
T0628,2025-02-18,Procurement of Research Services from Rodriguez Group,35959.43,EUR,Rodriguez Group,R&D,Research Services
T0629,2024-12-29,Procurement of iterate ubiquitous systems from Erickson-Larson,15957.05,USD,Erickson-Larson,,
T0630,2025-01-29,"Procurement of Cold Chain Transport from Cain, Price and Lozano",26673.47,GBP,"Cain, Price and Lozano",Logistics,Cold Chain Transport
T0631,2025-01-15,"Procurement of Event Sponsorship from Ho, Nguyen and Williams",27705.69,USD,"Ho, Nguyen and Williams",Marketing,Event Sponsorship
T0632,2025-03-17,"Procurement of Raw Materials from Green, Thompson and Paul",20038.11,EUR,"Green, Thompson and Paul",Manufacturing,Raw Materials
T0633,2025-03-03,"Procurement of architect wireless experiences from Murillo, Jackson and Guerrero",46521.13,EUR,"Murillo, Jackson and Guerrero",,
T0634,2025-03-24,"Procurement of Employee Training from Dillon, Ramirez and Thomas",47784.92,GBP,"Dillon, Ramirez and Thomas",HR & Training,Employee Training
T0635,2025-01-15,"Procurement of Warehousing from Ho, Nguyen and Williams",40333.1,EUR,"Ho, Nguyen and Williams",Logistics,Warehousing
T0636,2025-02-06,Procurement of transform 24/7 models from Coleman Inc,43188.47,EUR,Coleman Inc,,
T0637,2025-03-22,Procurement of streamline dot-com action-items from Robertson LLC,4929.68,EUR,Robertson LLC,,
T0638,2025-02-06,"Procurement of Digital Advertising from Monroe, Bryant and Dennis",8781.22,USD,"Monroe, Bryant and Dennis",Marketing,Digital Advertising
T0639,2025-02-05,Procurement of embrace dot-com convergence from Johnson Ltd,45269.43,USD,Johnson Ltd,,
T0640,2025-01-03,Procurement of Warehousing from Young-Anderson,35259.13,GBP,Young-Anderson,Logistics,Warehousing
T0641,2025-02-04,Procurement of Lab Equipment from Webb-Tucker,36413.22,USD,Webb-Tucker,R&D,Lab Equipment
T0642,2025-01-23,Procurement of Last-mile Delivery from Brooks LLC,19443.32,USD,Brooks LLC,Logistics,Last-mile Delivery
T0643,2025-02-10,"Procurement of One-shot Software Purchase from Howard, Charles and Oneill",10535.78,USD,"Howard, Charles and Oneill",IT,One-shot Software Purchase
T0644,2025-02-20,Procurement of Professional IT Services from Erickson-Larson,32165.99,GBP,Erickson-Larson,IT,Professional IT Services
T0645,2025-01-22,Procurement of Professional IT Services from Wall PLC,46313.41,GBP,Wall PLC,IT,Professional IT Services
T0646,2025-02-01,Procurement of Print Media from Combs PLC,30369.15,EUR,Combs PLC,Marketing,Print Media
T0647,2025-01-06,Procurement of Temporary Staff from Perry LLC,38751.42,EUR,Perry LLC,HR & Training,Temporary Staff
T0648,2025-03-11,Procurement of target synergistic schemas from Stanley and Sons,18314.73,USD,Stanley and Sons,,
T0649,2024-12-29,"Procurement of redefine dynamic functionalities from Mendez, Brennan and Yu",26077.93,USD,"Mendez, Brennan and Yu",,
T0650,2025-01-29,"Procurement of Lab Equipment from Scott, West and Brown",20543.45,USD,"Scott, West and Brown",R&D,Lab Equipment
T0651,2025-01-29,"Procurement of empower bricks-and-clicks web-readiness from Cain, Price and Lozano",19899.64,USD,"Cain, Price and Lozano",,
T0652,2025-02-20,Procurement of Clinical Trials from Russell-Kim,2417.32,GBP,Russell-Kim,R&D,Clinical Trials
T0653,2025-02-25,"Procurement of productize one-to-one supply-chains from Dillon, Ramirez and Thomas",37305.55,USD,"Dillon, Ramirez and Thomas",,
T0654,2025-03-08,Procurement of architect robust platforms from Johnson-Farmer,49762.9,USD,Johnson-Farmer,,
T0655,2025-02-12,"Procurement of One-shot Software Purchase from West, Jones and Koch",46391.68,USD,"West, Jones and Koch",IT,One-shot Software Purchase
T0656,2025-02-27,Procurement of Temporary Staff from Orozco-Davis,43712.67,GBP,Orozco-Davis,HR & Training,Temporary Staff
T0657,2025-01-12,Procurement of Production Equipment from Gilbert-Velazquez,44672.2,EUR,Gilbert-Velazquez,Manufacturing,Production Equipment
